"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bouwen en wonen/Woningvoorraad/Voorraad op 1 januari (aantal)";"Onderwijs/Naar schoolgemeente/Leerlingen/Basisonderwijs (aantal)"
"2016";"Harenkarspel";;;
"2017";"Harenkarspel";;;
"2018";"Harenkarspel";;;
"2019";"Harenkarspel";;;
"2020";"Harenkarspel";;;
"2021";"Harenkarspel";;;
"2022";"Harenkarspel";;;
"2000";"Harlingen";15426;6562;1555
"2001";"Harlingen";15444;6543;1512
"2002";"Harlingen";15533;6590;1516
"2003";"Harlingen";15561;6629;1444
"2004";"Harlingen";15839;6696;1470
"2005";"Harlingen";15959;6773;1403
"2006";"Harlingen";15642;6779;1391
"2007";"Harlingen";15465;6836;1411
"2008";"Harlingen";15567;6926;1428
"2009";"Harlingen";15689;6987;1433
"2010";"Harlingen";15809;7033;1417
"2011";"Harlingen";15878;7091;1418
"2012";"Harlingen";15844;7371;1401
"2013";"Harlingen";15854;7390;1378
"2014";"Harlingen";15821;7425;1334
"2015";"Harlingen";15779;7477;1321
"2016";"Harlingen";15813;7533;1331
"2017";"Harlingen";15860;7561;1325
"2018";"Harlingen";15783;7621;1262
"2019";"Harlingen";15758;7627;1214
"2020";"Harlingen";15722;7798;1209
"2021";"Harlingen";15807;7909;1153
"2022";"Harlingen";15904;7840;
"2000";"Harmelen";7989;2921;849
"2001";"Harmelen";;;
"2002";"Harmelen";;;
"2003";"Harmelen";;;
"2004";"Harmelen";;;
"2005";"Harmelen";;;
"2006";"Harmelen";;;
"2007";"Harmelen";;;
"2008";"Harmelen";;;
"2009";"Harmelen";;;
"2010";"Harmelen";;;
"2011";"Harmelen";;;
"2012";"Harmelen";;;
"2013";"Harmelen";;;
"2014";"Harmelen";;;
"2015";"Harmelen";;;
"2016";"Harmelen";;;
"2017";"Harmelen";;;
"2018";"Harmelen";;;
"2019";"Harmelen";;;
"2020";"Harmelen";;;
"2021";"Harmelen";;;
"2022";"Harmelen";;;
"2000";"Hasselt";7631;2618;1139
"2001";"Hasselt";;;
"2002";"Hasselt";;;
"2003";"Hasselt";;;
"2004";"Hasselt";;;
"2005";"Hasselt";;;
"2006";"Hasselt";;;
"2007";"Hasselt";;;
"2008";"Hasselt";;;
"2009";"Hasselt";;;
"2010";"Hasselt";;;
"2011";"Hasselt";;;
"2012";"Hasselt";;;
"2013";"Hasselt";;;
"2014";"Hasselt";;;
"2015";"Hasselt";;;
"2016";"Hasselt";;;
"2017";"Hasselt";;;
"2018";"Hasselt";;;
"2019";"Hasselt";;;
"2020";"Hasselt";;;
"2021";"Hasselt";;;
"2022";"Hasselt";;;
"2000";"Hattem";11637;4643;1229
"2001";"Hattem";11672;4645;1233
"2002";"Hattem";11693;4651;1227
"2003";"Hattem";11688;4641;1210
"2004";"Hattem";11782;4757;1179
"2005";"Hattem";11756;4761;1163
"2006";"Hattem";11702;4758;1157
"2007";"Hattem";11630;4754;1166
"2008";"Hattem";11657;4746;1184
"2009";"Hattem";11708;4803;1209
"2010";"Hattem";11792;4811;1185
"2011";"Hattem";11762;4810;1171
"2012";"Hattem";11805;5035;1178
"2013";"Hattem";11769;5128;1151
"2014";"Hattem";11732;5052;1130
"2015";"Hattem";11821;5160;1124
"2016";"Hattem";11890;5240;1108
"2017";"Hattem";12040;5270;1125
"2018";"Hattem";12154;5284;1119
"2019";"Hattem";12173;5277;1122
"2020";"Hattem";12209;5298;1127
"2021";"Hattem";12228;5262;1110
"2022";"Hattem";12307;5407;
"2000";"Havelte";;;
"2001";"Havelte";;;
"2002";"Havelte";;;
"2003";"Havelte";;;
"2004";"Havelte";;;
"2005";"Havelte";;;
"2006";"Havelte";;;
"2007";"Havelte";;;
"2008";"Havelte";;;
"2009";"Havelte";;;
"2010";"Havelte";;;
"2011";"Havelte";;;
"2012";"Havelte";;;
"2013";"Havelte";;;
"2014";"Havelte";;;
"2015";"Havelte";;;
"2016";"Havelte";;;
"2017";"Havelte";;;
"2018";"Havelte";;;
"2019";"Havelte";;;
"2020";"Havelte";;;
"2021";"Havelte";;;
"2022";"Havelte";;;
"2000";"Hedel";;;
"2001";"Hedel";;;
"2002";"Hedel";;;
"2003";"Hedel";;;
"2004";"Hedel";;;
"2005";"Hedel";;;
"2006";"Hedel";;;
"2007";"Hedel";;;
"2008";"Hedel";;;
"2009";"Hedel";;;
"2010";"Hedel";;;
"2011";"Hedel";;;
"2012";"Hedel";;;
"2013";"Hedel";;;
"2014";"Hedel";;;
"2015";"Hedel";;;
"2016";"Hedel";;;
"2017";"Hedel";;;
"2018";"Hedel";;;
"2019";"Hedel";;;
"2020";"Hedel";;;
"2021";"Hedel";;;
"2022";"Hedel";;;
"2000";"Heel";8346;2999;638
"2001";"Heel";8295;3035;640
"2002";"Heel";8337;3037;640
"2003";"Heel";8375;3072;628
"2004";"Heel";8335;3071;629
"2005";"Heel";8333;3077;652
"2006";"Heel";8277;3097;652
"2007";"Heel";;;
"2008";"Heel";;;
"2009";"Heel";;;
"2010";"Heel";;;
"2011";"Heel";;;
"2012";"Heel";;;
"2013";"Heel";;;
"2014";"Heel";;;
"2015";"Heel";;;
"2016";"Heel";;;
"2017";"Heel";;;
"2018";"Heel";;;
"2019";"Heel";;;
"2020";"Heel";;;
"2021";"Heel";;;
"2022";"Heel";;;
"2000";"Heemskerk";35921;14528;4119
"2001";"Heemskerk";36074;14785;4088
"2002";"Heemskerk";36281;14804;3957
"2003";"Heemskerk";36421;14875;3850
"2004";"Heemskerk";36294;14974;3676
"2005";"Heemskerk";36439;15028;3772
"2006";"Heemskerk";37423;15438;3674
"2007";"Heemskerk";38006;15693;3611
"2008";"Heemskerk";38381;16170;3628
"2009";"Heemskerk";38485;16415;3546
"2010";"Heemskerk";38848;16844;3509
"2011";"Heemskerk";39206;16900;3452
"2012";"Heemskerk";39268;17035;3413
"2013";"Heemskerk";39117;17012;3309
"2014";"Heemskerk";39088;17273;3178
"2015";"Heemskerk";39138;17361;3205
"2016";"Heemskerk";39299;17457;3201
"2017";"Heemskerk";39171;17513;3220
"2018";"Heemskerk";39146;17439;3211
"2019";"Heemskerk";39164;17501;3169
"2020";"Heemskerk";39182;17578;3147
"2021";"Heemskerk";39191;17607;3148
"2022";"Heemskerk";39189;17684;
"2000";"Heemstede";25879;10743;2422
"2001";"Heemstede";26003;10914;2448
"2002";"Heemstede";25898;10914;2415
"2003";"Heemstede";25760;10937;2452
"2004";"Heemstede";25660;10951;2410
"2005";"Heemstede";25644;10976;2438
"2006";"Heemstede";25650;10998;2389
"2007";"Heemstede";25575;11091;2359
"2008";"Heemstede";25626;11176;2352
"2009";"Heemstede";25680;11262;2356
"2010";"Heemstede";26058;11445;2567
"2011";"Heemstede";26297;11555;2575
"2012";"Heemstede";26242;11751;2587
"2013";"Heemstede";26317;11813;2565
"2014";"Heemstede";26364;12247;2570
"2015";"Heemstede";26480;12321;2471
"2016";"Heemstede";26766;12520;2474
"2017";"Heemstede";26936;12511;2487
"2018";"Heemstede";27080;12561;2495
"2019";"Heemstede";27286;12587;2487
"2020";"Heemstede";27234;12628;2539
"2021";"Heemstede";27545;12817;2543
"2022";"Heemstede";27557;12821;
"2000";"Heerde";18130;6900;1706
"2001";"Heerde";18083;6908;1685
"2002";"Heerde";17997;6914;1769
"2003";"Heerde";18270;6934;1762
"2004";"Heerde";18349;6926;1749
"2005";"Heerde";18334;6934;1775
"2006";"Heerde";18330;6973;1780
"2007";"Heerde";18013;7002;1780
"2008";"Heerde";18212;7290;1795
"2009";"Heerde";18313;7410;1776
"2010";"Heerde";18313;7410;1762
"2011";"Heerde";18300;7410;1715
"2012";"Heerde";18244;7402;1702
"2013";"Heerde";18399;7580;1634
"2014";"Heerde";18490;7756;1613
"2015";"Heerde";18512;7782;1603
"2016";"Heerde";18556;7803;1574
"2017";"Heerde";18561;7810;1578
"2018";"Heerde";18603;7815;1539
"2019";"Heerde";18546;7888;1556
"2020";"Heerde";18589;7924;1524
"2021";"Heerde";18776;8017;1517
"2022";"Heerde";18976;8173;
"2000";"Heerenveen";40437;17768;3798
"2001";"Heerenveen";41250;17895;3810
"2002";"Heerenveen";41784;18038;3853
"2003";"Heerenveen";42190;18517;3845
"2004";"Heerenveen";42642;18552;3901
"2005";"Heerenveen";42802;18892;3923
"2006";"Heerenveen";42757;18988;3973
"2007";"Heerenveen";42776;19084;4083
"2008";"Heerenveen";43027;19214;4095
"2009";"Heerenveen";43334;19443;4080
"2010";"Heerenveen";43418;19623;4071
"2011";"Heerenveen";43454;19661;3995
"2012";"Heerenveen";43514;19712;3919
"2013";"Heerenveen";43323;19709;3831
"2014";"Heerenveen";49899;22974;4512
"2015";"Heerenveen";50141;23134;4411
"2016";"Heerenveen";50290;23230;4367
"2017";"Heerenveen";50203;23250;4289
"2018";"Heerenveen";50192;23367;4299
"2019";"Heerenveen";50257;23532;4242
"2020";"Heerenveen";50493;23528;4195
"2021";"Heerenveen";50650;23767;4163
"2022";"Heerenveen";51119;23895;
"2000";"Heerewaarden";;;
"2001";"Heerewaarden";;;
"2002";"Heerewaarden";;;
"2003";"Heerewaarden";;;
"2004";"Heerewaarden";;;
"2005";"Heerewaarden";;;
"2006";"Heerewaarden";;;
"2007";"Heerewaarden";;;
"2008";"Heerewaarden";;;
"2009";"Heerewaarden";;;
"2010";"Heerewaarden";;;
"2011";"Heerewaarden";;;
"2012";"Heerewaarden";;;
"2013";"Heerewaarden";;;
"2014";"Heerewaarden";;;
"2015";"Heerewaarden";;;
"2016";"Heerewaarden";;;
"2017";"Heerewaarden";;;
"2018";"Heerewaarden";;;
"2019";"Heerewaarden";;;
"2020";"Heerewaarden";;;
"2021";"Heerewaarden";;;
"2022";"Heerewaarden";;;
"2000";"Heerhugowaard";44246;16679;4551
"2001";"Heerhugowaard";45569;17591;4777
"2002";"Heerhugowaard";46471;18001;4658
"2003";"Heerhugowaard";46898;18215;4671
"2004";"Heerhugowaard";47239;18462;4810
"2005";"Heerhugowaard";48267;18945;5045
"2006";"Heerhugowaard";49444;19640;5180
"2007";"Heerhugowaard";49800;19803;5391
"2008";"Heerhugowaard";50390;20090;5446
"2009";"Heerhugowaard";50883;20386;5431
"2010";"Heerhugowaard";51178;20687;5500
"2011";"Heerhugowaard";51985;20937;5497
"2012";"Heerhugowaard";52483;21273;5480
"2013";"Heerhugowaard";52893;21493;5456
"2014";"Heerhugowaard";53307;21959;5427
"2015";"Heerhugowaard";53554;22216;5391
"2016";"Heerhugowaard";53927;22311;5350
"2017";"Heerhugowaard";54950;22743;5364
"2018";"Heerhugowaard";55850;23216;5363
"2019";"Heerhugowaard";56742;23411;5286
"2020";"Heerhugowaard";57587;23913;5253
"2021";"Heerhugowaard";58387;24439;5257
"2022";"Heerhugowaard";;;
"2000";"Heerjansdam";3509;1456;384
"2001";"Heerjansdam";3539;1456;372
"2002";"Heerjansdam";3593;1478;362
"2003";"Heerjansdam";;;
"2004";"Heerjansdam";;;
"2005";"Heerjansdam";;;
"2006";"Heerjansdam";;;
"2007";"Heerjansdam";;;
"2008";"Heerjansdam";;;
"2009";"Heerjansdam";;;
"2010";"Heerjansdam";;;
"2011";"Heerjansdam";;;
"2012";"Heerjansdam";;;
"2013";"Heerjansdam";;;
"2014";"Heerjansdam";;;
"2015";"Heerjansdam";;;
"2016";"Heerjansdam";;;
"2017";"Heerjansdam";;;
"2018";"Heerjansdam";;;
"2019";"Heerjansdam";;;
"2020";"Heerjansdam";;;
"2021";"Heerjansdam";;;
"2022";"Heerjansdam";;;
"2000";"Heerlen";95147;44153;7734
"2001";"Heerlen";95149;44636;7558
"2002";"Heerlen";95004;44763;7305
"2003";"Heerlen";93969;44800;7097
"2004";"Heerlen";93523;44659;6916
"2005";"Heerlen";92542;44813;6766
"2006";"Heerlen";91499;44837;6644
"2007";"Heerlen";90537;45007;6481
"2008";"Heerlen";89671;45020;6285
"2009";"Heerlen";89356;45077;6224
"2010";"Heerlen";89236;45321;6176
"2011";"Heerlen";89212;45062;6109
"2012";"Heerlen";89016;45243;5970
"2013";"Heerlen";88747;45326;5811
"2014";"Heerlen";88259;45373;5658
"2015";"Heerlen";87500;45169;5542
"2016";"Heerlen";87406;45227;5490
"2017";"Heerlen";87189;45619;5508
"2018";"Heerlen";86762;45758;5555
"2019";"Heerlen";86832;45834;5594
"2020";"Heerlen";87086;45976;5541
"2021";"Heerlen";86936;45982;5567
"2022";"Heerlen";86845;46271;
"2000";"Heesch";;;
"2001";"Heesch";;;
"2002";"Heesch";;;
"2003";"Heesch";;;
"2004";"Heesch";;;
"2005";"Heesch";;;
"2006";"Heesch";;;
"2007";"Heesch";;;
"2008";"Heesch";;;
"2009";"Heesch";;;
"2010";"Heesch";;;
"2011";"Heesch";;;
"2012";"Heesch";;;
"2013";"Heesch";;;
"2014";"Heesch";;;
"2015";"Heesch";;;
"2016";"Heesch";;;
"2017";"Heesch";;;
"2018";"Heesch";;;
"2019";"Heesch";;;
"2020";"Heesch";;;
"2021";"Heesch";;;
"2022";"Heesch";;;
"2000";"Heeze";;;
"2001";"Heeze";;;
"2002";"Heeze";;;
"2003";"Heeze";;;
"2004";"Heeze";;;
"2005";"Heeze";;;
"2006";"Heeze";;;
"2007";"Heeze";;;
"2008";"Heeze";;;
"2009";"Heeze";;;
"2010";"Heeze";;;
"2011";"Heeze";;;
"2012";"Heeze";;;
"2013";"Heeze";;;
"2014";"Heeze";;;
"2015";"Heeze";;;
"2016";"Heeze";;;
"2017";"Heeze";;;
"2018";"Heeze";;;
"2019";"Heeze";;;
"2020";"Heeze";;;
"2021";"Heeze";;;
"2022";"Heeze";;;
"2000";"Heeze-Leende";15324;5746;1573
"2001";"Heeze-Leende";15285;5760;1624
"2002";"Heeze-Leende";15333;5801;1609
"2003";"Heeze-Leende";15353;5821;1575
"2004";"Heeze-Leende";15258;5829;1558
"2005";"Heeze-Leende";15207;5839;1506
"2006";"Heeze-Leende";15150;5866;1477
"2007";"Heeze-Leende";15153;5971;1482
"2008";"Heeze-Leende";15133;6002;1470
"2009";"Heeze-Leende";15194;6072;1424
"2010";"Heeze-Leende";15260;6197;1405
"2011";"Heeze-Leende";15295;6235;1393
"2012";"Heeze-Leende";15352;6341;1330
"2013";"Heeze-Leende";15405;6424;1281
"2014";"Heeze-Leende";15353;6518;1222
"2015";"Heeze-Leende";15477;6558;1177
"2016";"Heeze-Leende";15650;6628;1165
"2017";"Heeze-Leende";15714;6655;1148
"2018";"Heeze-Leende";15886;6772;1148
"2019";"Heeze-Leende";15964;6817;1155
"2020";"Heeze-Leende";16152;6861;1169
"2021";"Heeze-Leende";16243;6925;1194
"2022";"Heeze-Leende";16470;7036;
"2000";"Heiloo";21751;8911;2157
"2001";"Heiloo";21897;8986;2171
"2002";"Heiloo";21976;9030;2211
"2003";"Heiloo";22048;9044;2176
"2004";"Heiloo";22058;9112;2219
"2005";"Heiloo";22106;9108;2295
"2006";"Heiloo";22123;9142;2303
"2007";"Heiloo";21979;9160;2292
"2008";"Heiloo";22024;9303;2313
"2009";"Heiloo";22216;9389;2314
"2010";"Heiloo";22451;9524;2245
"2011";"Heiloo";22580;9570;2178
"2012";"Heiloo";22650;9864;2157
"2013";"Heiloo";22594;9907;2095
"2014";"Heiloo";22636;10075;2018
"2015";"Heiloo";22553;10207;1973
"2016";"Heiloo";22689;10233;1877
"2017";"Heiloo";22857;10366;1764
"2018";"Heiloo";23099;10528;1825
"2019";"Heiloo";23464;10574;1844
"2020";"Heiloo";23968;10775;1833
"2021";"Heiloo";24144;10939;1829
"2022";"Heiloo";24417;11096;
"2000";"Heino";7857;2819;913
"2001";"Heino";;;
"2002";"Heino";;;
"2003";"Heino";;;
"2004";"Heino";;;
"2005";"Heino";;;
"2006";"Heino";;;
"2007";"Heino";;;
"2008";"Heino";;;
"2009";"Heino";;;
"2010";"Heino";;;
"2011";"Heino";;;
"2012";"Heino";;;
"2013";"Heino";;;
"2014";"Heino";;;
"2015";"Heino";;;
"2016";"Heino";;;
"2017";"Heino";;;
"2018";"Heino";;;
"2019";"Heino";;;
"2020";"Heino";;;
"2021";"Heino";;;
"2022";"Heino";;;
"2000";"Helden";19390;7023;2172
"2001";"Helden";19502;7067;2158
"2002";"Helden";19510;7083;2140
"2003";"Helden";19507;7120;2116
"2004";"Helden";19555;7226;2097
"2005";"Helden";19588;7241;2065
"2006";"Helden";19589;7324;1999
"2007";"Helden";19546;7388;1948
"2008";"Helden";19527;7501;1881
"2009";"Helden";19567;7606;1842
"2010";"Helden";;;
"2011";"Helden";;;
"2012";"Helden";;;
"2013";"Helden";;;
"2014";"Helden";;;
"2015";"Helden";;;
"2016";"Helden";;;
"2017";"Helden";;;
"2018";"Helden";;;
"2019";"Helden";;;
"2020";"Helden";;;
"2021";"Helden";;;
"2022";"Helden";;;
"2000";"Den Helder";59441;26003;5813
"2001";"Den Helder";59822;26116;5689
"2002";"Den Helder";60083;26364;5611
"2003";"Den Helder";60026;26345;5486
